stereotipi,occorrenze,cluster N=10,cluster N=5,"COPPIE DI CLUSTER ALE:
---
2 FannoQuelloCheVogliono/PretendonoCose
2 SonoFannulloni
---
SonoPericolosi
SonoCriminali
---
HannoScarsaIgiene
PortanoDegrado
---
PesanoSulleNostreSpalle
Ci_Invadono
----
5 SonoDiversiDaNoi
5 HannoCulturaDiversa/SonoAnimali"
guadagnano su migranti,1,X,X,
godono di ricchezza,1,X,X,
giustifica mussulmani,1,X,X,
fingono profughi,1,X,X,
finanzia terrorismo,1,X,X,
favoriscono presenza,1,X,X,
favorisce terrorismo,1,X,X,
favorisce rom,1,X,X,
fanno schifo,1,X,X,
fanno paura,1,X,X,
fa differenze,1,X,X,
fa comodo,1,X,X,
evadono fisco,1,X,X,
essere risorse,1,X,X,
esistono in italia,1,X,X,
esiste modo,1,X,X,
esercitano violenza,1,X,X,
esasperano persone,1,X,X,
erano onesti,1,X,X,
è vittima,1,X,X,
è sharja,1,X,X,
è sbagliata,1,X,X,
è religione sono,1,X,X,
è protetto,1,X,X,
è problema,1,X,X,
è piaga,1,X,X,
è paese,1,X,X,
è opposta,1,X,X,
è invasa,1,X,X,
è intollerante,1,X,X,
è incompatibile,1,X,X,
è criminale,1,X,X,
è abominevole,1,X,X,
disprezzano cultura,1,X,X,
discriminano donne,1,X,X,
diffondere religione,1,X,X,
difendono operato crimini,1,X,X,
difendono immigrati,1,X,X,
difende immigrati,1,X,X,
di restano,1,X,X,
devono puniti,1,X,X,
devono difender,1,X,X,
derubano italiani,1,X,X,
delinquono,1,X,X,
dannegiano istruzione,1,X,X,
danneggiano servizi,1,X,X,
danneggiano lavoratori,1,X,X,
da stuprano,1,X,X,
creano problemi,1,X,X,
copre crimini,1,X,X,
convertire europa,1,X,X,
convertendo italiani,1,X,X,
conquistare mondo,1,X,X,
chiedono elemosina,1,X,X,
causano guai,1,X,X,
categoria di,1,X,X,
avvantaggiano neri,1,X,X,
avvantaggiano musulmani,1,X,X,
avvantaggiano migranti,1,X,X,
aumenta violenza,1,X,X,
approfittano di italiani,1,X,X,
appiccano incendi,1,X,X,
andrebbero incarcerati,1,X,X,
amano mussulmani,1,X,X,
amano immigrati,1,X,X,
amano africani,1,X,X,
aiuta migranti,1,X,X,
aiuta italiani,1,X,X,
aiuta immigrazione,1,X,X,
aggrediscono europei,1,X,X,
accontenta terroristi,1,X,X,
accolgono migranti,1,X,X,
